uid,score
430910.0,76.0
430911.0,57.0
430912.0,74.0
430914.0,89.0
430915.0,24.0
430919.0,75.0
430920.0,63.0
430922.0,18.0
430923.0,95.0
430924.0,47.0
430925.0,41.0
430928.0,9.0
430931.0,73.0
430933.0,85.0
430934.0,34.0
430935.0,78.0
430936.0,74.0
430938.0,16.0
430939.0,89.0
430941.0,63.0
430944.0,55.0
430945.0,53.0
430946.0,96.0
430947.0,48.0
430948.0,57.0
430949.0,89.0
430950.0,95.0
430951.0,72.0
430952.0,93.0
430954.0,24.0
430956.0,67.0
430958.0,84.0
430961.0,29.0
430963.0,100.0
430964.0,50.0
430965.0,66.0
430966.0,97.0
430969.0,97.0
430970.0,77.0
430971.0,78.0
430972.0,62.0
430973.0,62.0
430974.0,79.0
430976.0,58.0
430977.0,66.0
430978.0,68.0
430980.0,79.0
430981.0,67.0
430982.0,100.0
430983.0,77.0
430984.0,33.0
430986.0,90.0
430987.0,32.0
430988.0,82.0
430989.0,98.0
430991.0,80.0
430992.0,52.0
430995.0,64.0
430997.0,28.0
430999.0,99.0
431000.0,34.0
431002.0,65.0
431003.0,80.0
431004.0,96.0
431007.0,71.0
431008.0,96.0
431009.0,79.0
431011.0,96.0
431013.0,78.0
431017.0,95.0
431020.0,63.0
431022.0,79.0
431025.0,58.0
431027.0,90.0
431028.0,70.0
431029.0,90.0
431031.0,99.0
431032.0,90.0
431033.0,40.0
431034.0,81.0
431036.0,76.0
431039.0,60.0
431040.0,90.0
431041.0,90.0
431042.0,77.0
431044.0,100.0
431045.0,28.0
431048.0,37.0
431050.0,74.0
431051.0,83.0
431052.0,73.0
431053.0,89.0
431055.0,97.0
431057.0,82.0
431058.0,35.0
431061.0,88.0
431062.0,89.0
431063.0,99.0
431067.0,97.0
431069.0,40.0
431071.0,100.0
431077.0,27.0
431078.0,75.0
431079.0,66.0
431080.0,89.0
431081.0,81.0
431082.0,73.0
431083.0,85.0
431084.0,44.0
431087.0,88.0
431088.0,67.0
431090.0,21.0
431091.0,77.0
431092.0,95.0
431095.0,80.0
431096.0,52.0
431097.0,87.0
431098.0,94.0
431100.0,85.0
431101.0,69.0
431102.0,72.0
431103.0,82.0
431104.0,90.0
431108.0,32.0
431109.0,95.0
431110.0,69.0
431112.0,91.0
431114.0,37.0
431117.0,80.0
431119.0,12.0
431120.0,88.0
431121.0,62.0
431122.0,54.0
431124.0,9.0
431125.0,79.0
431128.0,32.0
431129.0,67.0
431130.0,85.0
431131.0,96.0
431133.0,43.0
431135.0,98.0
431136.0,19.0
431137.0,47.0
431139.0,62.0
431140.0,34.0
431141.0,98.0
431142.0,75.0
431143.0,21.0
431146.0,11.0
431148.0,63.0
431151.0,17.0
431152.0,52.0
431155.0,88.0
431156.0,20.0
431158.0,95.0
431160.0,36.0
431163.0,79.0
431166.0,77.0
431168.0,100.0
431170.0,10.0
431172.0,25.0
431173.0,46.0
431174.0,92.0
431175.0,52.0
431177.0,71.0
431178.0,27.0
431179.0,95.0
431182.0,45.0
431183.0,83.0
431184.0,57.0
431185.0,74.0
431186.0,42.0
431188.0,17.0
431189.0,78.0
431190.0,60.0
431192.0,61.0
431193.0,8.0
431194.0,92.0
431195.0,75.0
431196.0,87.0
431197.0,66.0
431198.0,8.0
431199.0,88.0
431201.0,81.0
431202.0,60.0
431204.0,89.0
431205.0,66.0
431207.0,11.0
431209.0,60.0
431210.0,98.0
431215.0,91.0
431216.0,32.0
431217.0,76.0
431218.0,31.0
431219.0,48.0
431220.0,97.0
431221.0,23.0
431222.0,64.0
431223.0,34.0
431224.0,82.0
431225.0,90.0
431226.0,96.0
431227.0,69.0
431228.0,57.0
431230.0,50.0
431231.0,6.0
431234.0,16.0
431235.0,62.0
431236.0,83.0
431237.0,67.0
431238.0,79.0
431239.0,8.0
431242.0,94.0
431244.0,57.0
431245.0,100.0
431246.0,46.0
431248.0,98.0
431252.0,30.0
431253.0,91.0
431255.0,35.0
431256.0,84.0
431257.0,93.0
431258.0,99.0
431259.0,81.0
431260.0,78.0
431261.0,86.0
431262.0,91.0
431263.0,80.0
431264.0,89.0
431266.0,55.0
431267.0,2.0
431268.0,43.0
431271.0,100.0
431273.0,56.0
431274.0,99.0
431275.0,68.0
431276.0,61.0
431277.0,67.0
431278.0,82.0
431279.0,68.0
431280.0,5.0
431281.0,14.0
431283.0,70.0
431285.0,92.0
431286.0,66.0
431289.0,62.0
431291.0,49.0
431292.0,89.0
431293.0,85.0
431294.0,53.0
431295.0,36.0
431298.0,96.0
431299.0,83.0
431305.0,92.0
431312.0,9.0
431314.0,99.0
431316.0,94.0
431317.0,6.0
431318.0,99.0
431321.0,99.0
431323.0,75.0
431325.0,74.0
431329.0,72.0
431330.0,65.0
431332.0,99.0
431333.0,94.0
431335.0,11.0
431339.0,22.0
431341.0,22.0
431343.0,61.0
431344.0,17.0
431345.0,70.0
431347.0,98.0
431349.0,94.0
431351.0,80.0
431352.0,63.0
431353.0,33.0
431354.0,85.0
431358.0,61.0
431359.0,67.0
431360.0,99.0
431361.0,62.0
431362.0,45.0
431363.0,100.0
431364.0,34.0
431365.0,49.0
431367.0,86.0
431369.0,88.0
431373.0,3.0
431374.0,33.0
431376.0,90.0
431377.0,24.0
431378.0,6.0
431379.0,54.0
431380.0,23.0
431382.0,26.0
431383.0,83.0
431385.0,82.0
431387.0,70.0
431388.0,90.0
431389.0,98.0
431391.0,37.0
431393.0,63.0
431394.0,4.0
431395.0,16.0
431396.0,26.0
431397.0,92.0
431398.0,52.0
431399.0,17.0
431403.0,95.0
431404.0,49.0
431408.0,69.0
431409.0,81.0
431410.0,89.0
431411.0,92.0
431414.0,92.0
431415.0,71.0
431416.0,52.0
431417.0,37.0
431421.0,97.0
431422.0,70.0
431423.0,25.0
431424.0,28.0
431425.0,1.0
431426.0,32.0
431428.0,24.0
431429.0,32.0
431430.0,83.0
431432.0,42.0
431434.0,13.0
431435.0,99.0
431436.0,27.0
431437.0,28.0
431438.0,82.0
431440.0,47.0
431442.0,75.0
431445.0,80.0
431447.0,21.0
431448.0,49.0
431449.0,79.0
431450.0,95.0
431452.0,76.0
431453.0,91.0
431454.0,85.0
431455.0,99.0
431459.0,29.0
431460.0,52.0
431463.0,98.0
431467.0,59.0
431469.0,70.0
431470.0,52.0
431471.0,86.0
431472.0,96.0
431475.0,81.0
431476.0,16.0
431481.0,97.0
431482.0,68.0
431483.0,80.0
431484.0,63.0
431485.0,94.0
431486.0,89.0
431488.0,65.0
431489.0,35.0
431490.0,42.0
431491.0,95.0
431492.0,62.0
431494.0,99.0
431495.0,88.0
431497.0,98.0
431498.0,34.0
431500.0,54.0
431502.0,0.0
431504.0,80.0
431506.0,27.0
431508.0,89.0
431509.0,94.0
431510.0,13.0
431513.0,69.0
431514.0,33.0
431518.0,77.0
431519.0,82.0
431520.0,97.0
431522.0,54.0
431523.0,30.0
431524.0,17.0
431525.0,98.0
431526.0,36.0
431527.0,52.0
431528.0,81.0
431529.0,31.0
431530.0,80.0
431531.0,74.0
431533.0,39.0
431534.0,53.0
431535.0,100.0
431538.0,95.0
431541.0,73.0
431542.0,71.0
431545.0,9.0
431547.0,57.0
431550.0,71.0
431552.0,31.0
431553.0,62.0
431556.0,68.0
431557.0,41.0
431560.0,4.0
431561.0,49.0
431562.0,78.0
431564.0,94.0
431566.0,34.0
431568.0,88.0
431569.0,68.0
431570.0,56.0
431571.0,36.0
431572.0,98.0
431573.0,37.0
431574.0,1.0
431575.0,77.0
431576.0,97.0
431580.0,42.0
431581.0,81.0
431585.0,83.0
431586.0,12.0
431588.0,62.0
431589.0,37.0
431592.0,5.0
431593.0,46.0
431594.0,59.0
431595.0,70.0
431596.0,86.0
431597.0,84.0
431598.0,33.0
431599.0,7.0
431600.0,92.0
431607.0,82.0
431611.0,91.0
431612.0,32.0
431613.0,66.0
431615.0,99.0
431617.0,94.0
431619.0,69.0
431621.0,58.0
431625.0,32.0
431626.0,65.0
431628.0,84.0
431629.0,77.0
431631.0,72.0
431633.0,94.0
431634.0,94.0
431638.0,37.0
431641.0,74.0
431643.0,90.0
431644.0,96.0
431645.0,87.0
431647.0,85.0
431649.0,66.0
431654.0,8.0
431655.0,71.0
431661.0,39.0
431662.0,74.0
431663.0,32.0
431665.0,93.0
431666.0,45.0
431668.0,80.0
431669.0,97.0
431672.0,91.0
431673.0,90.0
431674.0,87.0
431676.0,79.0
431677.0,82.0
431678.0,56.0
431679.0,78.0
431683.0,91.0
431685.0,96.0
431688.0,99.0
431689.0,60.0
431690.0,90.0
431691.0,67.0
431692.0,26.0
431693.0,97.0
431694.0,47.0
431697.0,25.0
431703.0,33.0
431704.0,100.0
431708.0,100.0
431711.0,21.0
431713.0,26.0
431714.0,92.0
431715.0,100.0
431716.0,57.0
431717.0,99.0
431720.0,76.0
431722.0,4.0
431726.0,17.0
431727.0,97.0
431728.0,90.0
431729.0,81.0
431730.0,9.0
431734.0,54.0
431735.0,96.0
431736.0,74.0
431738.0,69.0
431740.0,57.0
431741.0,43.0
431742.0,72.0
431743.0,46.0
431744.0,97.0
431746.0,23.0
431747.0,85.0
431750.0,72.0
431751.0,47.0
431752.0,89.0
431754.0,5.0
431755.0,36.0
431756.0,92.0
431757.0,73.0
431760.0,55.0
431761.0,92.0
431763.0,44.0
431765.0,94.0
431766.0,54.0
431767.0,88.0
431768.0,10.0
431769.0,49.0
431770.0,77.0
431772.0,2.0
431774.0,3.0
431775.0,76.0
431776.0,69.0
431777.0,48.0
431778.0,94.0
431780.0,57.0
431784.0,72.0
431785.0,35.0
431786.0,14.0
431787.0,82.0
431788.0,47.0
431789.0,27.0
431790.0,11.0
431793.0,88.0
431794.0,83.0
431795.0,55.0
431796.0,83.0
431797.0,91.0
431798.0,38.0
431799.0,95.0
431800.0,88.0
431802.0,77.0
431803.0,82.0
431804.0,93.0
431807.0,93.0
431808.0,92.0
431809.0,43.0
431810.0,97.0
431811.0,81.0
431813.0,80.0
431814.0,78.0
431815.0,89.0
431816.0,54.0
431817.0,73.0
431819.0,19.0
431820.0,100.0
431821.0,1.0
431822.0,90.0
431823.0,91.0
431825.0,19.0
431830.0,33.0
431831.0,97.0
431835.0,42.0
431837.0,91.0
431838.0,97.0
431840.0,11.0
431842.0,68.0
431844.0,90.0
431845.0,75.0
431846.0,47.0
431847.0,84.0
431848.0,85.0
431849.0,97.0
431854.0,31.0
431855.0,11.0
431857.0,90.0
431859.0,91.0
431861.0,29.0
431862.0,62.0
431863.0,26.0
431865.0,42.0
431866.0,39.0
431867.0,81.0
431868.0,9.0
431870.0,37.0
431871.0,37.0
431872.0,100.0
431874.0,3.0
431876.0,85.0
431877.0,84.0
431882.0,51.0
431884.0,50.0
431885.0,60.0
431888.0,100.0
431889.0,89.0
431890.0,44.0
431893.0,35.0
431895.0,81.0
431896.0,89.0
431898.0,88.0
431900.0,89.0
431901.0,86.0
431903.0,62.0
431909.0,4.0
431910.0,85.0
431912.0,85.0
431917.0,65.0
431918.0,50.0
431923.0,68.0
431925.0,55.0
431927.0,78.0
431928.0,61.0
431929.0,0.0
431931.0,91.0
431932.0,97.0
431934.0,37.0
431935.0,18.0
431936.0,49.0
431937.0,82.0
431939.0,53.0
431940.0,13.0
431943.0,6.0
431945.0,78.0
431946.0,21.0
431948.0,97.0
431949.0,84.0
431950.0,96.0
431953.0,93.0
431954.0,41.0
431955.0,23.0
431956.0,99.0
431957.0,70.0
431959.0,7.0
431960.0,40.0
431963.0,44.0
431964.0,5.0
431967.0,83.0
431968.0,87.0
431970.0,86.0
431971.0,67.0
431973.0,88.0
431974.0,81.0
431975.0,56.0
431977.0,40.0
431978.0,99.0
431980.0,56.0
431982.0,75.0
431985.0,46.0
431986.0,89.0
431989.0,84.0
431990.0,70.0
431991.0,40.0
431995.0,75.0
432000.0,15.0
432001.0,90.0
432003.0,53.0
432004.0,100.0
432009.0,13.0
432013.0,54.0
432017.0,95.0
432020.0,79.0
432022.0,47.0
432023.0,77.0
432024.0,20.0
432025.0,66.0
432026.0,95.0
432029.0,18.0
432032.0,78.0
432033.0,81.0
432034.0,93.0
432035.0,89.0
432037.0,93.0
432040.0,19.0
432042.0,97.0
432046.0,75.0
432047.0,77.0
432049.0,90.0
432050.0,87.0
432053.0,91.0
432055.0,1.0
432056.0,17.0
432057.0,79.0
432058.0,69.0
432061.0,61.0
432062.0,96.0
432063.0,61.0
432064.0,76.0
432066.0,69.0
432067.0,71.0
432071.0,68.0
432072.0,66.0
432074.0,61.0
432076.0,27.0
432077.0,60.0
432078.0,100.0
432080.0,93.0
432085.0,96.0
432086.0,77.0
432087.0,25.0
432088.0,94.0
432090.0,63.0
432092.0,45.0
432093.0,81.0
432097.0,85.0
432098.0,64.0
432099.0,96.0
432100.0,7.0
432101.0,56.0
432102.0,70.0
432103.0,27.0
432104.0,65.0
432111.0,19.0
432112.0,69.0
432113.0,88.0
432115.0,92.0
432116.0,99.0
432120.0,87.0
432121.0,50.0
432122.0,81.0
432123.0,76.0
432124.0,21.0
432125.0,55.0
432126.0,92.0
432128.0,78.0
432130.0,47.0
432131.0,64.0
432132.0,66.0
432135.0,96.0
432138.0,82.0
432140.0,95.0
432142.0,97.0
432143.0,79.0
432144.0,80.0
432149.0,71.0
432152.0,24.0
432153.0,98.0
432156.0,99.0
432157.0,70.0
432159.0,77.0
432161.0,35.0
432162.0,94.0
432163.0,10.0
432165.0,76.0
432169.0,61.0
432171.0,100.0
432172.0,19.0
432174.0,73.0
432175.0,86.0
432176.0,74.0
432177.0,66.0
432178.0,23.0
432179.0,54.0
432180.0,66.0
432181.0,46.0
432183.0,99.0
432184.0,72.0
432185.0,51.0
432187.0,91.0
432188.0,93.0
190573.0,90.0
190575.0,99.0
190576.0,97.0
190577.0,64.0
190579.0,99.0
190582.0,98.0
190583.0,42.0
190584.0,99.0
190585.0,34.0
190590.0,54.0
190594.0,61.0
190595.0,98.0
190596.0,100.0
190597.0,85.0
190600.0,97.0
190601.0,100.0
190604.0,89.0
190606.0,96.0
190607.0,57.0
190609.0,70.0
190610.0,90.0
190612.0,92.0
190613.0,10.0
190614.0,72.0
190615.0,99.0
190617.0,98.0
190618.0,99.0
190619.0,64.0
190620.0,100.0
190628.0,100.0
190630.0,94.0
190631.0,100.0
190634.0,81.0
190635.0,15.0
190636.0,94.0
190640.0,90.0
190641.0,7.0
190642.0,100.0
190643.0,16.0
190644.0,70.0
190646.0,46.0
190650.0,81.0
190654.0,61.0
190655.0,79.0
190656.0,100.0
190660.0,87.0
190662.0,19.0
190663.0,97.0
190665.0,98.0
190667.0,100.0
190668.0,100.0
190669.0,27.0
190672.0,76.0
190673.0,58.0
190674.0,99.0
190675.0,17.0
190676.0,100.0
190677.0,100.0
190679.0,62.0
190680.0,93.0
190682.0,41.0
190683.0,99.0
190684.0,97.0
190685.0,13.0
190686.0,85.0
190690.0,85.0
190693.0,98.0
190694.0,100.0
190695.0,99.0
190696.0,94.0
190697.0,100.0
190698.0,99.0
190700.0,90.0
190701.0,99.0
190703.0,100.0
190705.0,96.0
190706.0,73.0
190707.0,89.0
190708.0,91.0
190709.0,100.0
190710.0,91.0
190711.0,83.0
190712.0,100.0
190713.0,20.0
190714.0,79.0
190716.0,100.0
190717.0,97.0
190719.0,100.0
190722.0,44.0
190723.0,99.0
190724.0,11.0
190726.0,99.0
190727.0,56.0
190728.0,100.0
190729.0,7.0
190730.0,88.0
190732.0,89.0
190735.0,99.0
190739.0,100.0
190740.0,70.0
190741.0,100.0
190742.0,92.0
190743.0,71.0
190744.0,89.0
190746.0,100.0
190747.0,99.0
190748.0,98.0
190750.0,82.0
190751.0,99.0
190752.0,98.0
190753.0,100.0
190755.0,87.0
190756.0,100.0
190757.0,43.0
190760.0,100.0
190761.0,89.0
190763.0,48.0
190766.0,53.0
190768.0,98.0
190771.0,93.0
190773.0,97.0
190774.0,97.0
190777.0,100.0
190778.0,100.0
190782.0,75.0
190784.0,93.0
190785.0,62.0
190786.0,100.0
190787.0,93.0
190788.0,80.0
190791.0,57.0
190792.0,63.0
190794.0,93.0
190795.0,63.0
190797.0,100.0
190798.0,79.0
190800.0,42.0
190801.0,100.0
190802.0,80.0
190806.0,53.0
190807.0,90.0
190808.0,47.0
190810.0,85.0
190813.0,99.0
190815.0,97.0
190819.0,97.0
190821.0,31.0
190823.0,97.0
190824.0,98.0
190826.0,45.0
190827.0,80.0
190828.0,98.0
190829.0,55.0
190832.0,81.0
190833.0,16.0
190836.0,46.0
190837.0,94.0
190838.0,99.0
190840.0,98.0
190843.0,94.0
190844.0,80.0
190845.0,95.0
190846.0,97.0
190847.0,21.0
190850.0,8.0
190857.0,100.0
190858.0,100.0
190859.0,56.0
190860.0,86.0
190862.0,98.0
190865.0,66.0
190869.0,8.0
190870.0,71.0
190871.0,93.0
190872.0,78.0
190875.0,97.0
190876.0,57.0
190877.0,86.0
190880.0,63.0
190882.0,99.0
190884.0,95.0
190885.0,61.0
190886.0,55.0
190887.0,98.0
190889.0,30.0
190890.0,87.0
190892.0,81.0
190894.0,98.0
190896.0,100.0
190897.0,64.0
190898.0,78.0
190899.0,74.0
190900.0,96.0
190901.0,98.0
190902.0,59.0
190903.0,66.0
190905.0,99.0
190906.0,100.0
190907.0,66.0
190908.0,58.0
190909.0,97.0
190910.0,81.0
190911.0,95.0
190913.0,95.0
190914.0,60.0
190915.0,80.0
190916.0,100.0
190918.0,84.0
190920.0,55.0
190922.0,94.0
190927.0,100.0
190929.0,62.0
190933.0,58.0
190934.0,93.0
190935.0,100.0
190936.0,100.0
190937.0,61.0
190939.0,100.0
190940.0,90.0
190941.0,98.0
190942.0,45.0
190944.0,92.0
190945.0,91.0
190946.0,88.0
190947.0,100.0
190949.0,99.0
190950.0,100.0
190951.0,83.0
190954.0,100.0
190956.0,99.0
190957.0,100.0
190958.0,100.0
190959.0,99.0
190960.0,96.0
190961.0,86.0
190963.0,100.0
190964.0,100.0
190965.0,80.0
190967.0,87.0
190968.0,98.0
190969.0,97.0
190970.0,100.0
190972.0,93.0
190973.0,95.0
190975.0,100.0
190977.0,40.0
190978.0,100.0
190979.0,94.0
190980.0,94.0
190981.0,96.0
190982.0,72.0
190983.0,100.0
190984.0,100.0
190985.0,70.0
190986.0,100.0
190988.0,76.0
190989.0,92.0
190990.0,100.0
190991.0,100.0
190993.0,83.0
190995.0,92.0
190997.0,76.0
191001.0,98.0
191002.0,87.0
191004.0,89.0
191006.0,72.0
191009.0,100.0
191011.0,100.0
191013.0,96.0
191014.0,91.0
191015.0,98.0
191017.0,99.0
191019.0,48.0
191020.0,80.0
191022.0,66.0
191023.0,99.0
191024.0,98.0
191025.0,34.0
191028.0,90.0
191030.0,100.0
191033.0,100.0
191034.0,82.0
191035.0,63.0
191036.0,100.0
191037.0,80.0
191040.0,94.0
191042.0,88.0
191044.0,100.0
191045.0,99.0
191046.0,98.0
191047.0,48.0
191049.0,100.0
191051.0,89.0
191053.0,93.0
191054.0,99.0
191057.0,100.0
191059.0,91.0
191060.0,100.0
191061.0,98.0
191064.0,95.0
191067.0,89.0
191069.0,88.0
191070.0,95.0
191072.0,99.0
191073.0,81.0
191074.0,99.0
191075.0,92.0
191077.0,100.0
191078.0,100.0
191079.0,98.0
191080.0,97.0
191081.0,71.0
191082.0,100.0
191083.0,98.0
191086.0,100.0
191088.0,100.0
191089.0,100.0
191090.0,100.0
191092.0,99.0
191094.0,99.0
191096.0,91.0
191098.0,100.0
191099.0,100.0
191100.0,82.0
191101.0,100.0
191102.0,87.0
191103.0,98.0
191104.0,100.0
191105.0,100.0
191106.0,100.0
191108.0,98.0
191109.0,100.0
191111.0,99.0
191112.0,98.0
191113.0,97.0
191114.0,77.0
191115.0,100.0
191117.0,99.0
191118.0,99.0
191119.0,78.0
191120.0,100.0
191124.0,88.0
191125.0,96.0
191130.0,84.0
191131.0,99.0
191132.0,98.0
191133.0,32.0
191134.0,100.0
191135.0,95.0
191139.0,78.0
191140.0,100.0
191141.0,97.0
191143.0,99.0
191147.0,100.0
191148.0,99.0
191152.0,99.0
191153.0,89.0
191154.0,100.0
191157.0,100.0
191158.0,93.0
191160.0,98.0
191162.0,100.0
191164.0,46.0
191165.0,88.0
191167.0,100.0
191168.0,86.0
191174.0,100.0
191176.0,89.0
191177.0,100.0
191178.0,94.0
191180.0,100.0
191181.0,96.0
191182.0,98.0
191183.0,99.0
191185.0,94.0
191186.0,100.0
191187.0,99.0
191188.0,84.0
191189.0,63.0
191190.0,72.0
191196.0,88.0
191197.0,92.0
191198.0,82.0
191200.0,97.0
191201.0,99.0
191203.0,97.0
191205.0,94.0
191206.0,92.0
191207.0,92.0
191208.0,100.0
191209.0,59.0
191211.0,100.0
191212.0,98.0
191214.0,83.0
191215.0,99.0
191216.0,99.0
191217.0,100.0
191220.0,52.0
191221.0,99.0
191222.0,93.0
191224.0,69.0
191225.0,97.0
191226.0,100.0
191227.0,100.0
191228.0,97.0
191229.0,70.0
191230.0,70.0
191231.0,100.0
191232.0,99.0
191234.0,86.0
191235.0,98.0
191236.0,100.0
191237.0,100.0
191238.0,92.0
191241.0,100.0
191243.0,98.0
191244.0,97.0
191245.0,100.0
191247.0,96.0
191248.0,100.0
191249.0,100.0
191251.0,94.0
191252.0,85.0
191253.0,89.0
191254.0,100.0
191256.0,80.0
191261.0,99.0
191262.0,99.0
191263.0,99.0
191264.0,85.0
191265.0,96.0
191268.0,99.0
191271.0,42.0
191272.0,95.0
191276.0,98.0
191277.0,97.0
191278.0,96.0
191283.0,99.0
191285.0,94.0
191288.0,95.0
191289.0,87.0
191290.0,97.0
191292.0,100.0
191293.0,100.0
191294.0,98.0
191295.0,100.0
191296.0,65.0
191297.0,98.0
191298.0,100.0
191299.0,99.0
191300.0,54.0
191301.0,96.0
191308.0,100.0
191311.0,97.0
191312.0,100.0
191314.0,89.0
191315.0,100.0
191318.0,100.0
191319.0,88.0
191320.0,97.0
191322.0,89.0
191323.0,60.0
191324.0,100.0
191326.0,100.0
191328.0,47.0
191329.0,99.0
191333.0,100.0
191334.0,53.0
191336.0,98.0
191338.0,100.0
191339.0,62.0
191341.0,93.0
191343.0,100.0
191344.0,98.0
191346.0,100.0
191349.0,98.0
191351.0,100.0
191353.0,94.0
191354.0,94.0
191355.0,98.0
191356.0,99.0
191357.0,99.0
191360.0,99.0
191361.0,100.0
191363.0,99.0
191364.0,98.0
191366.0,72.0
191367.0,99.0
191368.0,45.0
191369.0,100.0
191371.0,62.0
191373.0,99.0
191375.0,100.0
191377.0,92.0
191379.0,100.0
191380.0,89.0
191381.0,33.0
191384.0,82.0
191389.0,92.0
191391.0,70.0
191393.0,92.0
191395.0,100.0
191396.0,97.0
191397.0,100.0
191399.0,99.0
191400.0,90.0
191401.0,86.0
191402.0,98.0
191403.0,100.0
191404.0,99.0
191406.0,95.0
191407.0,97.0
191410.0,96.0
191411.0,97.0
191412.0,94.0
191413.0,99.0
191415.0,99.0
191416.0,98.0
191417.0,100.0
191418.0,100.0
191419.0,96.0
191421.0,100.0
191423.0,87.0
191424.0,74.0
191427.0,99.0
191428.0,100.0
191431.0,73.0
191432.0,100.0
191433.0,100.0
191434.0,72.0
191435.0,80.0
191436.0,81.0
191438.0,92.0
191439.0,100.0
191440.0,97.0
191445.0,93.0
191446.0,98.0
191447.0,98.0
191448.0,99.0
191449.0,98.0
191450.0,100.0
191452.0,82.0
191453.0,100.0
191454.0,83.0
191459.0,100.0
191460.0,70.0
191461.0,100.0
191463.0,56.0
191464.0,95.0
191466.0,100.0
191468.0,100.0
191470.0,60.0
191471.0,100.0
191473.0,100.0
191474.0,100.0
191476.0,81.0
191477.0,99.0
191478.0,99.0
191480.0,99.0
191483.0,100.0
191486.0,68.0
191487.0,100.0
191489.0,100.0
191491.0,85.0
191492.0,79.0
191493.0,100.0
191494.0,100.0
191495.0,99.0
191496.0,99.0
191497.0,91.0
191500.0,100.0
191503.0,81.0
191504.0,95.0
191505.0,100.0
191506.0,100.0
191509.0,100.0
191510.0,100.0
191514.0,99.0
191515.0,93.0
191517.0,56.0
191518.0,91.0
191521.0,100.0
191523.0,97.0
191525.0,94.0
191527.0,98.0
191528.0,100.0
191529.0,100.0
191530.0,100.0
191531.0,96.0
191532.0,93.0
191534.0,100.0
191535.0,83.0
191536.0,84.0
191539.0,92.0
191540.0,100.0
191541.0,97.0
191542.0,100.0
191543.0,100.0
191544.0,100.0
191546.0,100.0
191549.0,98.0
191552.0,96.0
191553.0,99.0
191555.0,97.0
191556.0,96.0
191558.0,99.0
191559.0,98.0
191561.0,66.0
191562.0,97.0
191563.0,96.0
191564.0,96.0
191565.0,89.0
191566.0,94.0
191568.0,100.0
191569.0,100.0
191570.0,99.0
191571.0,99.0
191573.0,93.0
191577.0,87.0
191578.0,43.0
191579.0,99.0
191580.0,98.0
191582.0,86.0
191583.0,73.0
191584.0,98.0
191587.0,98.0
191588.0,100.0
191589.0,98.0
191590.0,95.0
191593.0,97.0
191594.0,97.0
191596.0,98.0
191598.0,98.0
191599.0,76.0
191601.0,89.0
191604.0,88.0
191605.0,98.0
191606.0,100.0
191607.0,98.0
191608.0,100.0
191609.0,98.0
191611.0,99.0
191612.0,100.0
191613.0,100.0
191614.0,99.0
191617.0,94.0
191618.0,99.0
191619.0,98.0
191622.0,100.0
191625.0,52.0
191626.0,100.0
191627.0,98.0
191628.0,91.0
191629.0,100.0
191633.0,100.0
191634.0,100.0
191635.0,100.0
191636.0,99.0
191638.0,100.0
191639.0,99.0
191640.0,100.0
191641.0,99.0
191642.0,95.0
191643.0,97.0
191644.0,100.0
191646.0,89.0
191647.0,99.0
191648.0,63.0
191650.0,92.0
191651.0,100.0
191652.0,95.0
191653.0,35.0
191654.0,53.0
191655.0,100.0
191658.0,100.0
191659.0,100.0
191660.0,100.0
191661.0,98.0
191662.0,100.0
191663.0,99.0
191664.0,97.0
191665.0,96.0
191666.0,100.0
191667.0,41.0
191668.0,66.0
191670.0,85.0
191673.0,100.0
191679.0,99.0
191680.0,99.0
191682.0,97.0
191684.0,78.0
191686.0,98.0
191687.0,42.0
191693.0,99.0
191694.0,100.0
191695.0,100.0
191698.0,98.0
191699.0,100.0
191700.0,99.0
191701.0,99.0
191703.0,46.0
191706.0,68.0
191710.0,95.0
191712.0,100.0
191713.0,97.0
191714.0,26.0
191715.0,94.0
191716.0,100.0
191717.0,90.0
191718.0,81.0
191720.0,98.0
191721.0,100.0
191722.0,100.0
191725.0,39.0
191727.0,98.0
191728.0,100.0
191729.0,100.0
191730.0,90.0
191732.0,100.0
191733.0,70.0
191735.0,69.0
191736.0,97.0
191737.0,98.0
191738.0,100.0
191739.0,85.0
191743.0,98.0
191747.0,99.0
191748.0,99.0
191752.0,14.0
191753.0,99.0
191754.0,99.0
191755.0,100.0
191758.0,100.0
191759.0,99.0
191760.0,99.0
191761.0,98.0
191762.0,100.0
191763.0,98.0
191765.0,100.0
191766.0,95.0
191767.0,99.0
191770.0,81.0
191773.0,47.0
191774.0,95.0
191776.0,100.0
191777.0,94.0
191778.0,100.0
191779.0,100.0
191781.0,84.0
191782.0,100.0
191783.0,100.0
191785.0,98.0
191786.0,100.0
191787.0,100.0
191789.0,98.0
191790.0,99.0
191792.0,94.0
191794.0,99.0
191795.0,99.0
191796.0,99.0
191797.0,88.0
191799.0,41.0
191800.0,95.0
191801.0,100.0
191802.0,84.0
191803.0,99.0
191804.0,100.0
191805.0,92.0
191806.0,100.0
191807.0,100.0
191808.0,100.0
191812.0,96.0
191815.0,88.0
191816.0,100.0
191819.0,84.0
191820.0,100.0
191823.0,100.0
191824.0,100.0
191825.0,96.0
191831.0,100.0
191832.0,100.0
191834.0,72.0
191838.0,83.0
191839.0,64.0
191841.0,94.0
191842.0,99.0
191843.0,100.0
191845.0,84.0
191846.0,73.0
191847.0,99.0
